Filepath,Bird-Species
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-36.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-37.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-38.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-39.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-4.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-40.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-41.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-5.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-6.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-7.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-8.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-breasted-Parrotbill\Black-breasted-Parrotbill-9.png,Black-breasted-Parrotbill
data\spectrogram_dataset\train\Black-Kite\XC168353 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC268754 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC268754 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC268754 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC268754 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC284649 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC284649 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC284649 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC284649 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC284649 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC292781 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC292781 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309400 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309400 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309400 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309400 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309401 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309401 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC309401 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC311871 28.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC311871 31.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 16.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 17.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC320849 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC357357 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC369321 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC372290 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC372290 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC404957 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC406799 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC406799 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC406799 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC407548 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC424088 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC425062 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC428617 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC428617 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC428617 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC428617 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC428618 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC430830 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC431988 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC431988 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC431988 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC436199 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC464419 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC464419 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC464420 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC465856 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC465965 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC466853 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC467075 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC467754 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC468287 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC475170 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 10.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 14.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 15.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 16.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 18.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 20.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 21.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 24.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 25.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 28.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 30.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 31.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC477874 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC481260 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC481260 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC481260 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC481260 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC482564 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC482564 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC482564 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC482564 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC482564 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483222 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483228 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483228 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483228 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483348 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483348 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483348 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC483348 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC484404 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC484404 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC484404 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485012 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485739 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485740 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485740 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485740 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC485741 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493733 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493733 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493733 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 16.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 24.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493735 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493736 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493736 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493736 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493736 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493737 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493737 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC493737 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495129 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495129 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 10.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 14.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 15.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 17.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 18.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 19.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 21.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 22.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 23.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 24.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495361 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495362 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495362 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495362 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495362 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495362 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495888 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC495888 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC497474 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC497474 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC497475 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC497475 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC497475 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 10.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 14.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 15.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 16.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 17.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 18.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 19.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC498995 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC507829 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511558 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511558 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 10.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 14.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC511559 7.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC538916 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC539037 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 17.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 19.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 21.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC542603 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC543648 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC543707 19.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC543707 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC546230 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC546230 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC547503 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC547575 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC547575 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC56176 -original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 10.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 11.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 14.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 17.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 20.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC566222 8.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572730 2.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572730 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572730 5.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572730 6.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572731 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572731 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC572731 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578424 13.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578424 9.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578425 12.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578425 20.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578427 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578427 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC578427 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC579213 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC583029 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC585190 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC606808 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC606808 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC618418 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC620590 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC628280 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC628626 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC628629 original.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC635530 4.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC635532 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC635532 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC636967 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC636967 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC637956 0.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC637956 1.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC637973 3.mp3.png.png,Black-Kite
data\spectrogram_dataset\train\Black-Kite\XC637973 4.mp3.png.png,Black-Kite
